crop,N,P,K,pH,rainfall,temperature,humidity
coffee,101,33,33,6.908671379,142.8610793,26.97251562,62.0183627
coffee,107,31,31,6.766184468,153.1201644,23.17124551,52.97841162
coffee,99,16,30,6.392791654,186.1728203,23.52652084,65.44340921
coffee,103,40,30,6.348316257,141.4831644,27.30901814,55.196224
coffee,118,31,34,6.123796057,181.4170812,27.54823036,62.88179198
coffee,106,21,35,7.428523634,188.5506536,25.627355,57.04151119
coffee,116,38,34,6.020947179,183.468585,23.29250318,50.04557009
coffee,97,35,26,6.334610249,166.2549307,24.91461008,53.74144743
coffee,107,34,32,6.78006386,177.7745075,26.77463708,66.4132686
coffee,99,15,27,6.086922359,127.92461,27.41711238,56.63636248
coffee,118,33,30,6.362607851,173.3228386,24.13179691,67.22512329
coffee,117,32,34,6.758792552,127.1752928,26.2724184,52.12739421
coffee,104,18,30,6.779832611,140.9370415,23.60301571,60.39647474
groundnut,56.6,38.95,27.02,6.3,446.5,33,73
cotton,83.32,76.93,40.04,8,932.2,34.2,60.2
banana,31.4,39.34,45.47,6.1,1542.1,28.8,89.7
cotton,76.45,38.53,43.25,7.9,1175.9,37.1,67.6
pomegranate,54.21,32.61,25.49,7,427.5,33.6,62.8
tomato,39.03,35.6,44.13,6.2,787.8,27.3,79.1
sugarcane,83.64,46.33,68.52,7.3,1172.8,37.7,78.7
barley,27.05,47.09,23.35,8,1017.8,23,55.2
chickpea,31.34,43.71,33.18,7.9,560.4,26.9,67
lentil,12.86,31.12,35.07,7.5,536.5,18.6,61.2
cotton,98.3,72.45,76.09,6.9,679.2,25.6,77.8
onion,34.08,46.87,41.64,6.6,678.2,19.7,74.1
barley,30.15,52.71,46.95,7.4,1104.4,29.4,63.9
pomegranate,42.83,23.74,38.74,7.8,659.5,21.8,65.7
rice,33.68,34.22,60.9,7.3,606.3,27.7,66.7
maize,25.99,28.5,62.43,6.6,815,30.5,65.9
banana,37.55,27.43,48.54,6.4,844.3,31.1,80.1
orange,37.25,40.37,50.63,7.1,758.2,28.3,72.8
chickpea,31.85,31.03,33.97,7.5,514.3,16.2,66.7
soybean,22.04,38.64,50.49,6,809.7,23.4,74.4
grapes,54.55,30.47,62.15,6.3,672.9,21.7,82.7
onion,35.28,25.25,59.38,6.5,504.3,30,79.5
maize,64.13,22.55,32.55,7.4,1077.3,32.8,67.1
rice,76.14,50.34,53.45,6.9,935.1,34.1,88.9
mango,46.46,32.3,64.34,6.3,1654.6,27.4,76.5
grapes,62.46,41.3,45.57,6.2,694.2,24,62.3
soybean,39.65,50.68,48.4,7.6,802.1,28.7,69.8
maize,34.04,15.97,49.05,6.4,1152.4,34.3,82.4
cotton,97.18,46.54,67.64,7.4,1186.2,26.1,67.6
rice,30.17,40.06,66.81,7,1113.1,21.5,74.6
orange,32.71,26.81,34.51,7.7,509.3,30.6,71.6
onion,36.53,38.35,27.86,6,651.2,20.3,66.1
sunflower,22.54,50.46,21.24,7.2,750.8,30.1,64.8
orange,21.87,47.9,36.21,6.3,817.8,31.5,61.5
maize,24.27,17.07,43.91,7.1,909.9,30.9,84.3
onion,42.95,33.01,51.04,6.3,473.7,19,71.4
lentil,15.2,24.69,22.51,7.3,585.8,23.6,55.6
coconut,49.71,25.89,67.85,6.1,1479.2,26.6,72.4
sunflower,24.71,27.46,64.08,6.4,413.7,31.5,79.2
sugarcane,67.88,62.49,42.4,7.9,1120.7,28.9,60.4
apple,46.97,42.36,47.71,7.9,1155.4,33,74.1
grapes,39.41,40.73,40.62,7.1,1153.2,25.8,83.8
onion,33.81,22.08,28.53,6,437.8,26.2,66.1
tomato,26.05,44.43,34.86,6.1,678.7,25.5,78.2
sugarcane,50.65,67.53,80.34,8,788.8,30.6,79.4
maize,41.45,45.03,53.95,6.2,1122,27.6,79.8
orange,64.78,30.57,20.49,7.8,473,24.8,83.5
grapes,24.16,18.67,47.11,7.1,570.2,34.2,78.4
groundnut,66.55,53.97,64.82,6.1,989.6,28.2,76.2
barley,54.4,48.48,59.01,7.7,740.9,23.3,66.9
wheat,50.8,25.5,49.07,7.3,1392.3,23.6,86.3
mustard,37.51,43.33,41.68,6.8,964.1,23.7,64.9
cotton,40.68,53.43,42.82,6.7,582.3,34.7,78.7
mustard,24.14,36.13,39.64,7.6,1182.3,28.3,64.7
coconut,57.57,21.32,66.29,6.1,999.5,27.2,75.9
rice,74.07,17.05,34.05,7.4,1401.2,26.8,74.8
tomato,45.87,30.6,45.43,6.1,789.8,29.8,75.5
banana,39.29,35.34,65.81,6.2,1893.1,33.2,89
maize,65.96,18.31,59.45,7.1,531.9,26.2,78.3
mango,34.51,29.85,52.14,7.5,1810.5,33.4,79.4
cotton,40.82,33.77,74.59,7.3,1024.9,38.7,74.6
pomegranate,57.85,30.11,30.85,6.4,601.2,24.1,61.2
rice,65.42,17.11,33.43,6,1048.3,27.1,83.3
mango,54.49,39.2,38.98,7.2,1507.9,29.8,78.4
maize,55.2,23.52,26.14,6,680.5,28.8,66.8
apple,37.41,35.56,55.26,6.8,897.7,32.9,83.5
sugarcane,95.6,54.61,52.91,7.2,1186,32.4,68.2
chickpea,17.2,22.28,18.87,6.7,360.8,16.8,62.8
tomato,40.56,46.9,41.59,6.7,468.9,20.3,65.6
maize,33.93,22.08,23.99,6.2,768.6,23.1,65.9
sunflower,36.08,18.69,41.65,7.4,809.3,22.4,66.3
banana,54.19,33.71,43.3,6.3,1244.6,29.8,82.4
sunflower,57.37,16.47,31.36,7.4,1116.2,27.7,71
mustard,42.37,36.3,30.91,6.5,701.8,20.3,64.7
groundnut,31.66,28.72,41.33,6.7,919.1,27.2,72.5
orange,47.89,38.46,45.4,6.8,670,33.5,73.2
mustard,50.29,24.49,24.58,6.3,596.8,22.4,60.6
potato,48.6,32.31,59.38,6.1,559.1,29.6,78
soybean,44.54,43.92,56.94,7.4,828,27.1,80.2
maize,68.4,43.44,28.98,7.5,823.9,30.6,78
soybean,45.31,52.28,34.43,7.2,695.4,26.8,71.5
onion,34.08,40.54,28.08,6.1,401.1,19.4,72.1
soybean,37.44,52.18,57.38,7.9,499.4,31,83.2
lentil,11.99,42.23,32.23,7.8,355.9,25.3,54
cotton,88.87,63.26,66.15,7,1114,30.9,80.4
groundnut,38.85,33.51,33.56,7.5,802.2,23.5,82
wheat,24,25.31,47.14,6.6,899.5,31,77.7
grapes,63.93,34.82,53.37,7.1,1198.2,31.3,76.2
rice,54.19,49.31,63.84,6.5,1339.1,21.7,83.9
grapes,59.86,21,30.32,7.4,976,29.6,75.8
sugarcane,75.94,71.34,87.95,7,659.1,31.4,67.2
chickpea,37.36,24.17,18.02,6.9,590.4,22.7,52
coconut,53.7,15.58,64.31,7.2,1249.3,25.7,71.5
sunflower,62.02,51.43,25.53,6.5,532.4,22.8,80.1
rice,56.47,32.07,57.21,6.3,1309,29.1,54.6
grapes,66.15,33.63,41.64,7.8,869.7,20.5,82.4
orange,28.28,16.36,34.02,7.6,622.1,23.3,61.4
banana,59.27,26.47,60.08,7.3,1442.1,26.8,76
mustard,21.83,33.88,45.42,6.1,1020.4,26.8,70.7
banana,44.91,34.13,39.63,6.5,890.6,32.5,75.4
apple,46.33,47.03,64.05,7.7,1093.6,26.1,71.6
cotton,46.25,70,48.93,7.5,666.7,26.5,66.1
sunflower,61.51,30.89,50.06,6.4,634.5,33.4,55.4
groundnut,30.39,16.06,28.16,7.2,737.1,33.4,79.5
grapes,32.97,30.19,46.56,6.5,899.3,26.1,71.6
wheat,33.17,58.85,58.99,6.2,1109.2,34.8,68.8
banana,30.67,21.72,59.37,7,1109.5,26.4,86.7
sugarcane,81.47,64.16,81.13,7.3,1070.5,32.5,61.7
maize,61.49,23.26,20.49,6.3,1120,33.1,72.9
lentil,29.95,25.26,42.43,7.1,453.3,21.7,50.9
orange,29.22,18.61,54.69,6.1,1069.7,26.6,82.5
groundnut,48.32,34.04,49.87,7.9,986.1,23.2,55.9
grapes,62.08,48.86,62.99,6.3,898.7,27.1,65.3
tomato,43.58,41.15,45.94,6.5,430.4,18.9,65
apple,49.51,29.44,24.12,7.8,509.5,34.3,68.4
barley,47.1,49.92,52.95,7.6,927,30.4,80.5
mango,36.64,39.69,77.48,6.1,1646.7,34.3,73.6
pomegranate,21.7,42.9,33.38,7.8,1176.8,34.2,69.2
grapes,42.76,35.9,49,7.3,691.8,28.4,69.4
cotton,71.82,52.05,60.22,7.4,1062.8,33.1,76.5
mustard,46.01,32.07,59.45,6.8,769.6,34.9,55
mustard,39.2,52.3,23.15,6,442.1,21.3,56.1
lentil,36.21,49.52,38.05,7.1,468.5,24.6,54.8
cotton,61.28,44.36,54.82,6.9,529.5,25.3,84.7
potato,42.29,40.39,32.64,6.9,714.5,19.1,71.3
sunflower,65.19,54.57,53.45,6.1,721.3,32.6,61.9
apple,26.02,16.88,37.28,6.1,1165.8,32.4,79
orange,30.82,35.73,46.88,7.1,608.2,27.7,69.7
banana,54.47,20.61,45.07,6.8,1511.5,30.8,71.8
potato,37.28,34.3,26.55,6.9,414.2,21.9,79
chickpea,22.25,31.18,22.79,7.6,498.4,16.1,54.4
mustard,69.57,17.46,59.73,7,1125.2,28.6,74.9
tomato,37.02,46.36,52.91,6.7,740.2,28.4,75.6
chickpea,30.92,40.4,33.56,7.6,363.4,26.5,67.4
apple,26.44,28.4,53.46,6.3,1054.4,32.5,70.2
groundnut,34.35,39.68,64.15,7.3,607.8,29.5,71.2
cotton,46.42,68.05,67.06,7.9,739.3,34.5,83.3
orange,28.69,45.83,62.63,6.3,1016.8,30.6,69.2
orange,63.58,53.94,63.6,7.5,504.1,31.4,55.7
chickpea,19.71,34.66,38.11,7.5,478.4,18.6,69.9
banana,43.54,19.09,70.77,7,1064.9,25.8,83.6
orange,33.66,53.03,26.8,6.9,1154.9,26.3,74.2
soybean,69.2,31.37,60.23,6.5,570.5,20.5,74.6
lentil,35.93,34.2,44.05,6.8,647.4,25.1,65.4
sunflower,58.05,40.05,25.91,6.1,1136.7,29.2,78.9
sunflower,26.26,42.42,39.36,6.4,793.3,21,72.5
pomegranate,59.88,27.41,40.48,6,458,25.9,69.4
soybean,54.75,49.4,55.09,6.1,784.4,21.6,62.3
sunflower,44.94,39.73,51.61,7.1,407.8,24.9,70.5
rice,41.04,16.49,23.93,6.6,719.4,28.5,77.6
mango,36,19.19,39.71,7,1647.8,25.3,88.7
groundnut,55.45,49.84,52.13,7.6,671.6,32.2,57.4
grapes,47.38,47.69,40.35,7.3,821.1,31,57.4
orange,32.36,21.38,59.23,6.4,1180.7,25.1,60.5
pomegranate,47.77,43.77,30.28,8,1179.8,29.8,61
cotton,55.46,53.13,83.41,7.6,1019.9,31.4,68.6
lentil,36.01,37.36,28.16,7.6,494.7,26.4,68
soybean,33.84,38.69,61.06,6.4,898.4,29.5,77
cotton,64.32,60.09,71.63,7.1,858.8,31.2,61.7
potato,51.68,37.38,48.19,6.1,660.8,21.7,71
cotton,40.54,59.42,69.94,7.1,665.9,28.5,82.1
orange,36.54,32.95,50.12,6.3,759.5,28.8,83.5
orange,56.82,41.55,41.36,7.7,1044.5,28.8,81
lentil,39.6,23.69,21.93,6.6,556,17.9,53.6
maize,45.36,16.66,26.68,8,1172.1,20.1,83.6
mango,43.64,27.89,57,7,967.6,25.3,76.2
coconut,36.06,31.84,78.65,6.1,1607.1,29.4,87.4
orange,54.63,48.52,62.51,7.4,797.7,29.3,81.1
tomato,26.37,47.93,49.13,6.7,486.3,25.9,70.9
maize,25.33,41.31,64.97,6.1,1181.7,26.1,81.1
potato,37.99,23.27,47.77,6.8,770.3,23.3,78.5
mustard,35.86,49.76,36.91,6.6,919.3,24.9,73.9
groundnut,54.77,30.54,40.19,6.5,698.6,23.4,57.2
cotton,80.09,60.97,63.17,7.1,1104.3,32.8,72
pomegranate,27.45,36.06,31.07,7,715.5,28.2,77.4
lentil,10.55,25.87,15.23,7.5,659.2,18.2,68.5
barley,66.72,29.06,24.56,7,605.4,24.3,64.2
barley,49.05,18.59,52.29,6.8,1181.4,32.3,70.7
groundnut,29.07,36.01,51.91,6.2,853.8,23.8,83.9
sugarcane,88.94,48.68,66.32,6.7,501.8,34.6,72.9
potato,54.1,25.24,37.63,6.9,708,24.7,68.8
sugarcane,83.92,72.56,73.57,7.7,1036.7,27.2,70.6
maize,31.76,49.77,41.28,7.1,542.8,24.7,61.9
groundnut,31.6,30.64,46.75,7,1190.2,22,75.9
cotton,65.69,65.88,74.62,8,589.9,26.6,78.1
onion,59.77,27.95,47.59,6.6,560.5,22.4,70.2
groundnut,42.12,48.27,50.13,6.1,912.1,24.1,72.8
cotton,59.46,46.65,73.47,8,963.3,33.4,78.3
grapes,49.02,18.55,63.27,7.3,1003.9,22.6,67.3
coconut,40.43,31.62,70.8,7.4,1081.6,29,73
maize,58.43,24.75,50.22,6.2,605.6,31.8,80.9
pomegranate,45.34,21.37,22.84,6.2,581.9,25.1,66.4
wheat,50.58,52.14,33.99,7.4,1386,22.4,81.5
barley,39.55,35.05,37.87,7.1,902.4,30.1,71
sunflower,27.06,23.48,56.84,6.6,418.3,22.3,61.7
sunflower,52.05,47.9,25.96,7.7,1138.2,27.3,73.2
orange,28.74,35.1,37.94,6.3,694,21,55.8
barley,24,46.07,25.49,7.2,1149.2,33.1,63.3
soybean,50.98,41.01,26.84,6.1,1024.6,26.9,56.7
chickpea,11.73,40.85,44.51,6.9,356.9,16.6,56.1
apple,54.61,17.49,42.92,8,1051.2,29.2,64.2
grapes,46.35,32.04,25.88,7.8,759.8,22.9,66
orange,28.84,30.48,63.37,6.5,507,26.3,78.7
pomegranate,54.05,22.59,47.85,6.6,1067.4,29.4,61
maize,22.13,29.86,31.96,7.3,799.5,24,59.5
sugarcane,59.48,66.87,63.8,7.1,776.1,31.9,79.6
mustard,67.77,46.48,34.19,7.4,750.1,23.8,80.2
tomato,47.3,31.59,40.75,6.2,755.8,23.4,78.2
maize,45.61,42.21,21.88,6.2,973.1,21.1,57.1
banana,45.26,24.69,55.79,7.5,1964.9,34.4,85.7
apple,40.61,36.98,57.37,6.1,739.4,21.2,70.4
banana,53.08,30.62,52.19,6.3,945.7,31.2,85.5
potato,39.5,23.76,41.6,6.1,594.4,29,72.8
wheat,22.62,19.99,49.93,6.1,938.4,28.3,65.5
mango,35.92,37.17,64.06,6.4,1779.1,33.6,86.9
potato,36.35,42.65,41.12,6.8,691.4,27.3,74.8
chickpea,18.08,36.19,36.84,6.7,574.1,16.2,69.3
barley,56.64,36.69,46.57,7,638,28.5,75.7
groundnut,51.81,45.44,27.2,6.9,407.5,23.7,76.8
rice,25.95,33.07,60,6.3,1099.6,31,74.6
wheat,42.52,39.24,46.21,7.3,1356,32.5,50.4
wheat,65.38,52.89,43.52,6.8,712.2,25.8,75.7
onion,31.2,39.89,25.07,6.2,411.6,20,67.7
mustard,49.41,34.24,48.9,6.1,864,28.4,71.8
wheat,56.13,16.03,36.11,7,734.1,30.4,79.8
soybean,45.86,32.61,26.64,6.7,747.2,21.3,61.6
barley,56.68,26.98,27.81,7.3,796.9,22.7,75.6
barley,57.36,44.6,62.76,6.4,852.4,34.7,60
chickpea,27.57,37.59,35.93,7.9,613,15.7,67.1
apple,62.1,22.44,56.12,6.9,786.4,22,57.4
groundnut,44.82,32.47,52.83,7.5,527.1,29.2,59.1
grapes,20.67,26.31,22.01,6.1,620.6,24.1,78.6
onion,41.7,32.87,54.57,6.3,462.6,28.2,65.7
mango,34.18,28.31,53.5,6.5,1879.8,25.2,83.3
grapes,64.11,30.74,57.25,7.6,899.5,27.4,84.4
maize,56.26,22.65,35.22,6.6,1157.6,34.5,60.5
rice,63.2,33.81,24.44,7,1090.6,34.7,59.1
chickpea,33.75,36.47,33.39,6.8,638.8,20.6,52.8
orange,30.8,18.9,58.79,6.9,999.4,24.4,78.6
soybean,68.9,46.76,42.38,6.7,1097.7,28.2,77.8
grapes,30.24,50.11,59.58,7.7,591,26.8,84.5
banana,31.96,26.6,75.91,6.8,1397.4,26.1,83.1
mango,53.27,39.11,44.17,6.8,1144.6,32.9,81.6
pomegranate,59.9,30.84,61.18,7.1,526.4,30.4,78.8
groundnut,62.86,51.25,32.46,8,512.6,23,60.5
maize,27.61,32.61,47.69,6.2,1105.9,32.1,70.2
coconut,42.53,39.6,65.06,7,999.1,33.8,78.5
maize,46.37,43.77,60.06,6.2,985.2,22.8,80.7
grapes,47.04,43.41,34.15,6.9,1057.3,26.9,65.7
wheat,72.79,38.64,32.22,6.2,678.5,30.8,66.8
wheat,64.38,23.61,50.69,6.7,1119.5,31.1,82.2
barley,21.56,44.57,24.79,6.6,403.1,30.2,60
grapes,61.85,26.17,48.93,7.4,810.1,24.6,61.4
cotton,85.55,75.18,51.64,7.7,541.4,38.5,76.3
soybean,42.35,33.41,58.91,7.1,704.3,34.7,58.3
grapes,22.1,44.6,61.31,6.6,1086.7,24.4,82.3
onion,62.78,49.45,46.75,6.6,651.3,24.4,74.5
grapes,30.92,19.81,23.08,6.5,436.9,28.5,63.5
sunflower,23.71,24.05,52.86,7.2,451.6,33.2,81.3
sunflower,69.45,40.05,43.91,7.7,628.2,26.4,63
sunflower,48.67,41.35,31.35,6.4,790.7,31.1,70.8
potato,64.08,21.94,58.45,6,677.8,19,78.7
sunflower,26.88,28.63,27.42,6.3,1158.5,26.7,78.7
apple,53.82,20.27,30.54,7.6,1176.6,23.9,63.1
potato,37.1,32.21,56.2,6,415.9,25.2,78.6
apple,68.58,28.25,41.69,6.4,888.6,24.2,61.2
mustard,62.71,16.98,57.5,7.7,627.9,26.9,68.2
onion,27,28.33,53.58,6.3,727.3,24.4,78.2
potato,47.21,41.07,59.75,6.1,509.9,22.7,71.3
lentil,37.23,41.42,33.24,7,629.5,27.4,66.4
tomato,27.3,27.73,27.08,6.6,674.6,19.4,70.8
sugarcane,45.54,59.82,67.48,7.9,783,29.8,78.7
wheat,58.79,54.96,49.93,6.8,725,21.7,56.2
cotton,47.23,75.12,43.32,7.3,599.5,25.2,70.6
cotton,69.16,58.86,42.19,6.7,891,30.1,78.2
soybean,41.5,41.92,32.39,6.6,1031.2,26.7,79
cotton,91.45,75.83,61.55,7,907.5,30.6,75
sugarcane,71.55,55.58,48.28,7.5,531.3,36.4,83.7
apple,52.29,40.48,35.33,6.1,727.7,24.7,75.3
maize,38.23,23.72,64.46,6.9,950.6,22.1,69.6
cotton,48.15,34.97,50.44,7.9,789.9,30.9,67.8
barley,65,19.65,63.02,6.6,1110.7,29,79.8
banana,48.21,18.79,36.39,7.5,1728.2,34.8,79.6
mustard,28.42,24.88,57.73,6.7,1061.5,30.6,60.3
pomegranate,53.87,24.4,57.38,7.1,532.2,28.7,85
mustard,60.84,23.29,55.21,7.5,640.4,24.9,78.8
apple,56.54,20.92,58.37,7.4,1125.6,22,72.8
wheat,41.21,35.63,21.9,7.1,1094.4,20.9,77.2
potato,26.55,49.09,58.22,6.5,437.5,27.1,72.4
sugarcane,71.35,58.14,62.06,7.4,1143.1,30.4,78.1
pomegranate,42.8,32.74,47.1,7.2,1045.3,27.1,84.9
tomato,44.76,45.41,56.26,6.1,753.4,23.4,72.7
sunflower,58.13,52.17,21.37,7.7,821.8,29.5,74.3
lentil,20,41.99,30.86,7.7,696.2,17.6,69.9
tomato,25.1,21.32,36.96,6.6,427.6,18.1,79.1
potato,63.07,38.41,28.1,6.5,431.1,22.9,71.1
soybean,37.44,19.44,56.37,7.9,457.9,34.3,70.7
coconut,32.31,27.52,70.75,7.1,860.3,25.7,78.1
barley,34.05,47.14,61.82,6.8,1124.9,24.8,69.3
rice,58.43,59.05,50.17,6.5,1183,21.8,85.5
onion,61.96,36.64,47.3,6.5,585.3,20.8,69.5
barley,27.14,46.01,32.21,7,627.4,22,73.9
chickpea,32.46,29.53,15,7.3,318.7,18.6,64.1
mango,30.11,21.17,68.34,6.5,922.3,28.6,75.4
wheat,54.31,55.82,67.15,6.6,939.6,34,77
banana,57.91,36.11,65.41,6.2,1105.1,33.8,73.7
lentil,38.52,41.08,23.94,6.7,612.7,23.4,51
maize,39.26,49.63,41.42,6.2,907.5,31.6,55.1
groundnut,29.3,37.08,38.71,7.4,696.9,33,76.9
orange,59.81,45.16,21.62,6.8,1144.6,21.9,77.1
soybean,22.61,42.29,41.07,7.2,468.3,20.6,75
banana,46.31,17.5,65.96,6.4,1893.3,33.4,84.2
sunflower,21.57,44.45,34.86,7.8,613.3,30.9,81.3
soybean,35.59,45.96,54.78,7,1180.8,21.9,55.5
barley,26.01,25.62,20.79,6.6,1018.5,27.8,65.4
lentil,27.04,39.89,31.45,7.8,570.2,22.1,66.6
tomato,42.91,29.09,27.3,6.2,498.6,23.8,76.2
lentil,38.73,48.28,38.56,8,517.8,27.5,51.5
potato,35.14,25.87,29.93,6.6,712.5,24.9,67.2
pomegranate,51.8,30.53,50.34,6.5,676.2,33.8,63.7
barley,54.5,42.6,61.88,7,584.2,20.7,67.5
soybean,32.09,35.02,50.58,6.2,619.8,32.1,68.8
onion,44.48,21.32,30.8,6.4,483.7,18.6,77.7
coconut,53.79,36.34,45.89,7.4,1036.3,34.5,89.9
lentil,23.77,47.58,20.28,6.8,305.2,15.2,66.6
wheat,77.61,38.47,68.87,7.1,745.5,27.2,78.7
barley,42.91,46.25,63.21,7.5,1084.2,29,80.1
sugarcane,62.62,57.6,80.24,6.6,1065.7,27.7,72.9
coconut,37.37,25.07,75.26,6,1881.7,26.5,89.8
wheat,22.69,49.25,38.59,6.6,1278.8,33.8,88
sunflower,59.38,25.04,45.38,6.7,925.3,23.6,60.7
mustard,61.99,45.07,30.29,7.9,518.5,30.2,61.7
sugarcane,83.15,58.17,61.38,7,1087.8,27.2,70.8
groundnut,40.05,45.52,57.04,7.8,835.6,23.1,62.7
coconut,55.65,20.18,38.2,6.1,1928.9,30.1,78.2
tomato,56.21,43.13,47.91,6.2,750.4,24.5,69.2
mustard,39.59,36.87,43.94,7.2,449.1,25.4,76.7
tomato,34.16,20.3,40.31,6.9,420.8,20.3,69.7
apple,57.09,48.94,39.02,6.6,660.2,30.7,79.5
sunflower,65.1,47.27,64.32,7.5,714.6,28.9,74.8
onion,25.93,28.07,43.12,6.3,651.4,23.8,70.4
coconut,51.43,33.98,39.61,6.8,1410.7,28.7,88.7
wheat,30.81,19.42,60.18,6.2,712.6,32.8,63.8
wheat,31.71,30.54,36.78,7.5,1370.9,30.5,79.1
barley,67.35,34.85,37.12,6.3,1029,31,66.5
apple,61.95,15.46,51.67,7.9,750.1,23.5,76.1
apple,47.32,53.68,22.33,7,974.8,32.9,60.4
cotton,53.6,73.97,80.44,7.5,937.5,29.7,80.4
maize,32.52,39.99,45.73,7.7,1124.9,20.2,75.2
rice,21.19,32.58,29.57,6.6,1441.5,26.5,85.1
maize,34.29,32.31,50.84,6.7,445.3,25.6,83.3
mustard,51.61,22.96,38.83,7.5,481.1,24.2,63.3
onion,69.12,22.03,43.15,6.2,788.3,19.4,71.1
maize,55.23,31.91,35.59,6.8,611.4,23.1,69.5
coconut,38.62,31.42,78.58,6.9,892.4,25.8,89
potato,45.61,22.76,44.37,6.6,681.5,22.5,73.5
potato,55.24,37.51,43.4,6.2,400.8,20.1,66.8
onion,34.59,48.17,25.23,6.8,650.1,22.5,65.8
rice,43.14,57.13,47.1,7.4,798.4,30.9,74.7
soybean,53.25,34.92,53.43,6.7,1112,21.3,79.2
barley,60.86,35.51,39.73,8,583.3,28.2,75.1
mango,32.74,19.98,74.49,7.1,816.5,27.5,74.3
maize,32.38,17.5,40.65,7.5,885.4,30.1,57.4
coconut,56.55,24.58,57.21,6.4,1744.1,29,80.3
sunflower,23.42,29.84,61.43,7.2,830.7,24,66.1
orange,53.32,46.5,40.45,7.3,598.7,30.6,67.8
sugarcane,78.96,76.81,43.2,7.7,704.7,31.7,60.5
sugarcane,43.37,54.55,86.36,6.7,1035.1,31.1,76.4
rice,29.57,22.22,23.52,6.3,1197.8,33.2,82.6
grapes,60.29,15.32,61.61,6.9,842.7,23.8,77.3
grapes,35.39,51.55,62.88,6.7,683.5,27.6,83.2
rice,26.15,32.67,47.67,6.8,774.5,32.9,77.1
banana,55.76,33.71,54.76,6.9,992.4,31.7,73.6
sunflower,44.47,32.18,53.33,7.7,825.5,31.8,63.9
orange,37.26,31.57,52.96,7.8,497.2,29.5,72.5
wheat,32.71,29,28.35,6.4,840.8,25,80
tomato,50.06,32.47,40.01,6.5,678.6,26.4,67.6
mango,42.36,36.76,63.41,6.8,938.5,31.1,72.3
groundnut,30.31,30.67,60.31,6.4,806.2,26.3,55.5
banana,32.07,26.86,60.23,6.9,1626.4,27.5,70.2
potato,45.93,46.23,32.12,6.1,514.2,24.4,72.7
apple,40.23,34.37,20.6,6.8,918.2,20.2,63.4
wheat,72.64,32.52,47.09,7.5,659.9,29.7,53
wheat,68.23,34.51,69.86,6.8,889,23.3,64
tomato,45.89,41.68,47.99,6.7,403.3,20.6,74.9
banana,30.16,35.11,69.78,6.8,879.8,32.7,81.7
maize,57.59,47.12,43.31,6.3,936.9,29.3,77.3
groundnut,37.35,30.63,27.14,6.5,884.3,26.5,78.2
onion,49.37,42.75,35.74,6.4,685.1,22.6,73.8
tomato,34.67,32.75,56.77,6.5,475.2,18.9,75.4
lentil,38.75,32.93,31.48,7.3,554.7,24.7,54.5
mustard,30.94,38.81,31.91,7.3,1052,31.7,77.8
soybean,57.39,21.02,29.78,6.9,611.2,26.2,81.7
barley,51.5,49.32,55.27,6.9,560.9,27.7,77.1
groundnut,53.34,18.77,53.66,7.6,965.5,34.5,79.8
lentil,38.01,44.04,35.23,6.5,486.3,22.4,56.1
mustard,68.06,50.67,58.21,6.8,411,21.2,64.4
orange,20.86,51.66,51.78,6.6,506.1,27.7,55.2
cotton,64.89,50.12,59.53,6.6,946.8,36,76.9
chickpea,27.91,47.85,42.87,7,511.1,17.8,69.9
lentil,29.49,44.13,36.45,7.4,321.3,20.9,63.5
orange,25.5,52,48.42,6.1,915.4,34.6,57.1
orange,51.8,38.97,28.07,7.4,764.1,30,80.1
sunflower,20.96,46.16,47.44,7.4,1070.5,32,83.8
cotton,49.22,58.63,53.85,7.9,908.2,33.9,68.9
orange,23.33,24.23,61.21,7.2,597,30.4,72.9
coconut,59.29,32.09,51.89,7.2,1861.5,26.3,74
maize,54.56,39.12,47.85,7.9,1020.7,21.9,65.4
pomegranate,60.85,49.1,62.21,6.2,708.5,21.1,61.3
wheat,36.11,19.54,28.37,6.2,1475.8,31.4,88.7
tomato,37.53,43.95,36.42,6.3,493,19.6,68.8
banana,50.22,16.56,44.47,7.2,976.3,28.4,87.3
orange,61.47,43.27,47.77,6.3,782.8,31.7,64.1
cotton,56.42,54.39,44.11,7.2,714.5,37.3,61.4
wheat,31.44,30.62,47.36,7.5,1197.8,23,51.8
groundnut,69.47,50.58,36.72,6.4,791.5,31.1,69.8
lentil,35.15,30.84,40.79,7.1,431.3,20.9,65.2
tomato,65.04,44.54,42.86,6.7,605.2,28.4,71
groundnut,38.61,41.47,26.36,7.1,548.2,24.2,61.6
mustard,65.16,39.15,45.95,7.1,696.9,31.8,62.6
onion,65.23,30.12,50.53,6.6,535.1,29.9,65.4
pomegranate,49.45,45.07,48.06,7.2,442.8,25.6,62
sugarcane,73.26,39.98,54.7,6.9,1164,39.2,75.2
barley,43.4,33.65,54.23,6.3,789.8,26.4,72.9
groundnut,58.47,30.91,57.24,6.3,424.4,23.1,65.2
tomato,65.98,35.3,42.54,6.1,414,24.6,71.6
orange,28.03,16,40.21,6.5,439.7,30.9,58.3
tomato,66.51,40.87,46.38,6.2,422.2,24.8,74.8
rice,75.75,32.43,23.31,6,1344.2,27.9,81
cotton,57.55,46.61,54.69,6.6,946,34,76.3
soybean,50.98,38.99,42.78,6.7,1130.3,25.1,68.7
